"R0000100","R0532200","R0536300","R0536402","R0552200","R0690800","R0691200","R1482600","S1249300","T1067500","T3162503","T9110400","U3572700","U4370902","U4370904","U4370905","Z9073400","Z9149100"
4920,1,1,1984,13,-4,0,4,0,0,2,-5,3,0,0,0,-4,1
4921,1,1,1981,11,-4,-4,4,0,0,2,0,3,0,0,0,-4,1
4922,1,1,1983,11,-4,0,4,-5,-5,-5,-5,3,0,0,0,-4,1
4923,1,2,1983,13,1,-4,4,0,0,2,0,3,0,0,0,-4,1
4924,1,2,1981,9,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
4925,1,2,1983,9,0,-4,4,-5,-5,-5,-5,4,0,0,0,-4,1
4926,1,2,1980,5,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
4927,1,1,1983,3,-4,0,4,0,0,2,-5,5,0,0,0,-4,0
4928,1,1,1980,-4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4929,0,1,1982,-4,-4,-4,4,-5,0,5,0,3,1,0,1,-4,0
4930,0,1,1984,-4,-4,-4,4,0,0,4,0,-5,-5,-5,-5,-4,0
4931,1,1,1982,13,-4,-4,4,0,0,4,0,3,0,0,0,1,1
4932,1,1,1982,5,-4,-4,4,0,0,2,0,-5,-5,-5,-5,-4,0
4933,1,2,1981,13,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
4934,0,1,1984,13,-4,0,4,0,0,4,0,1,3,1,1,-4,1
4935,0,2,1984,1,0,-4,4,0,0,3,-5,-5,-5,-5,-5,-4,1
4936,0,1,1982,-4,-4,-4,1,0,0,3,0,2,1,1,1,-4,0
4937,0,1,1983,13,-4,-4,1,-2,0,4,0,2,0,3,0,-4,0
4938,1,2,1983,3,1,-4,4,0,0,7,0,5,0,0,0,-4,1
4939,0,1,1981,13,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4940,0,1,1982,13,-4,-4,4,-5,0,6,0,3,2,3,0,-4,1
4941,1,2,1984,1,0,-4,4,1,0,3,0,6,0,0,0,1,3
4942,1,1,1981,11,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
4943,1,1,1982,11,-4,-4,4,0,0,4,0,6,0,0,0,-4,1
4944,1,2,1983,13,0,-4,4,0,0,6,0,6,0,1,0,-4,0
4945,0,1,1980,5,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
4946,0,1,1983,13,-4,0,4,-5,-5,-5,-5,-1,0,0,0,1,3
4947,0,1,1983,8,-4,0,4,-5,0,3,0,2,0,1,0,-4,1
4948,0,1,1981,1,-4,-4,4,0,0,3,0,2,0,1,1,-4,0
4949,0,2,1983,13,0,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,1
4950,0,1,1980,13,-4,-4,4,0,0,-5,0,1,1,1,1,-4,0
4951,0,1,1983,-4,-4,-4,4,0,0,4,0,2,0,1,0,-4,0
4952,0,2,1984,-4,-4,-4,4,0,0,2,0,4,0,3,0,-4,1
4953,1,1,1980,3,-4,-4,4,0,0,5,0,3,0,2,0,1,3
4954,1,1,1982,3,-4,-4,4,0,0,2,0,3,0,2,0,-4,0
4955,0,2,1981,13,-4,-4,4,1,0,1,0,3,0,1,0,-4,1
4956,0,2,1984,13,1,-4,4,1,0,6,0,3,3,3,3,1,3
4957,0,1,1983,4,-4,0,4,0,0,3,0,1,0,0,0,-4,0
4958,1,2,1984,3,1,-4,4,1,0,7,0,2,0,0,0,-4,0
4959,1,2,1984,1,1,-4,4,1,0,5,0,2,1,1,1,-4,1
4960,0,2,1980,3,-4,-4,4,0,0,5,0,6,2,2,2,-4,1
4961,0,2,1980,13,-4,-4,4,0,0,2,0,3,1,2,1,-4,0
4962,0,2,1984,13,1,-4,4,0,0,5,0,3,0,1,1,-4,0
4963,0,2,1980,12,-4,-4,4,0,0,7,1,3,1,1,1,-4,1
4964,0,2,1983,1,1,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
4965,1,1,1982,1,-4,-4,4,0,0,3,1,3,0,0,0,-4,0
4966,1,2,1984,1,1,-4,4,0,0,5,0,3,0,0,0,1,1
4967,1,2,1983,1,0,-4,4,0,0,1,-5,-5,-5,-5,-5,-4,1
4968,1,2,1983,1,0,-4,4,0,0,3,0,5,0,0,0,1,3
4969,1,2,1983,1,0,-4,4,0,0,4,0,-5,-5,-5,-5,-4,0
4970,1,1,1980,1,-4,-4,4,0,0,4,0,4,0,0,0,1,3
4971,0,1,1983,5,-4,0,4,1,0,2,0,4,0,3,0,-4,1
4972,0,1,1980,13,-4,-4,4,0,0,7,0,3,0,0,0,-4,0
4973,0,2,1980,13,-4,-4,4,1,0,4,0,3,0,2,0,1,1
4974,0,2,1981,13,-4,-4,4,1,0,5,0,3,0,3,0,-4,0
4975,0,1,1983,7,-4,2,4,0,0,3,0,-5,-5,-5,-5,-4,0
4976,1,2,1981,11,-4,-4,4,0,0,3,0,-5,-5,-5,-5,1,3
4977,0,1,1984,3,-4,0,4,0,0,5,0,3,0,0,0,-4,0
4978,0,2,1982,13,-4,-4,4,-5,-5,5,0,3,3,3,0,-4,0
4979,0,2,1984,5,1,-4,4,1,0,5,0,1,0,0,0,-4,0
4980,1,1,1984,1,-4,0,4,-5,-5,-5,-5,5,0,0,0,-4,0
4981,0,1,1984,8,-4,0,4,0,-5,-5,-5,3,0,0,0,-4,0
4982,1,2,1981,1,-4,-4,4,0,0,5,0,3,0,0,0,-4,1
4983,0,1,1983,1,-4,0,4,0,0,2,0,3,0,0,1,-4,0
4984,1,1,1981,1,-4,-4,4,0,0,6,0,-5,-5,-5,-5,-4,0
4985,0,2,1980,11,-4,-4,4,0,0,7,0,1,1,1,2,-4,0
4986,1,1,1981,1,-4,-4,4,0,0,2,1,2,0,0,0,-4,1
4987,1,1,1983,7,-4,0,4,0,0,4,0,6,2,2,2,1,3
4988,0,2,1980,13,-4,-4,4,0,0,2,0,3,0,1,0,1,3
4989,0,1,1982,1,-4,-4,4,0,0,-2,0,1,0,0,0,-4,0
4990,0,2,1982,7,-4,-4,4,0,-2,3,0,6,0,0,0,1,1
4991,0,2,1984,7,0,-4,4,0,1,1,0,5,0,0,0,-4,0
4992,1,1,1981,1,-4,-4,4,-5,0,3,0,4,0,2,0,-4,0
4993,1,2,1982,1,-4,-4,4,0,0,4,0,3,0,1,1,-4,0
4994,1,2,1984,1,1,-4,4,0,0,5,0,6,3,3,3,-4,1
4995,1,2,1981,12,-4,-4,4,-5,0,-1,-5,-5,-5,-5,-5,-4,1
4996,1,2,1983,12,0,-4,4,0,-5,-5,0,-5,-5,-5,-5,-4,1
4997,1,1,1983,-4,-4,-4,4,0,-5,-5,0,-5,-5,-5,-5,-4,1
4998,0,2,1982,1,1,-4,2,0,0,1,0,3,1,3,1,-4,0
4999,0,2,1983,1,0,-4,2,1,0,4,0,3,2,3,2,-4,0
5000,0,1,1982,-4,-4,-4,4,0,1,5,0,3,1,0,0,-4,0
5001,0,2,1983,-4,-4,-4,4,0,0,6,0,1,1,1,1,1,3
5002,1,1,1983,3,-4,1,4,0,0,-1,0,1,0,1,0,-4,1
5003,1,2,1984,3,1,-4,4,0,0,7,0,3,0,3,0,-4,1
5004,0,1,1983,3,-4,2,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5005,0,2,1984,3,0,-4,4,0,0,1,0,1,0,0,0,-4,1
5006,1,1,1983,1,-4,1,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5007,1,2,1984,1,0,-4,4,0,0,3,-5,-5,-5,-5,-5,-4,0
5008,0,2,1983,6,1,-4,4,0,0,1,0,3,0,2,0,-4,0
5009,0,2,1980,1,-4,-4,4,-5,0,4,0,3,3,3,3,-4,0
5010,0,1,1980,1,-4,-4,4,0,0,3,0,6,0,0,0,-4,1
5011,0,2,1981,-4,-4,-4,4,0,0,-5,0,5,1,0,1,-4,0
5012,0,1,1980,13,-4,-4,4,0,0,2,0,3,0,0,0,-4,0
5013,0,1,1982,13,-4,-4,4,0,0,1,0,2,0,0,0,-4,1
5014,0,1,1981,7,-4,-4,4,0,0,1,1,3,0,0,0,-4,0
5015,0,2,1983,25,0,-4,4,0,0,6,0,2,0,0,0,-4,0
5016,0,2,1981,27,-4,-4,4,0,0,5,0,4,0,0,0,-4,1
5017,1,2,1981,1,-4,-4,4,0,0,3,0,5,0,1,1,-4,0
5018,1,2,1984,1,1,-4,4,0,-2,5,0,3,1,0,1,-4,0
5019,1,1,1981,3,-4,-4,4,0,0,2,-5,-5,-5,-5,-5,-4,0
5020,1,1,1981,1,-4,-4,2,0,0,6,0,4,1,0,1,-4,1
5021,0,2,1983,1,1,-4,4,0,-5,3,-5,-5,-5,-5,-5,-4,0
5022,0,2,1983,1,0,-4,4,0,1,6,0,2,0,0,0,-4,1
5023,0,1,1982,1,-4,-4,4,0,1,5,0,2,1,3,1,-4,0
5024,1,2,1982,1,-4,-4,4,0,0,2,0,6,0,1,0,-4,1
5025,1,2,1983,1,0,-4,4,0,0,5,0,5,1,0,1,-4,1
5026,1,1,1983,2,-4,0,2,0,0,1,0,5,0,0,0,-4,1
5027,1,2,1980,1,-4,-4,4,-5,0,5,-5,3,0,0,0,-4,1
5028,1,1,1981,1,-4,-4,4,0,0,1,0,4,0,2,0,-4,0
5029,1,1,1983,1,-4,1,4,0,0,4,0,3,0,2,0,-4,0
5030,1,1,1983,1,-4,1,4,0,0,2,0,5,1,2,1,-4,1
5031,1,1,1981,1,-4,-4,4,-5,-5,-5,0,6,0,0,0,-4,1
5032,0,2,1980,3,-4,-4,4,0,0,6,0,-5,-5,-5,-5,1,3
5033,0,1,1982,3,-4,-4,4,0,0,4,0,4,0,0,0,-4,1
5034,0,1,1982,2,-4,-4,4,-5,0,2,0,3,2,0,2,-4,1
5035,1,2,1980,4,-4,-4,4,0,0,4,0,4,0,1,1,-4,0
5036,1,1,1980,-4,-4,-4,4,0,0,3,-5,-5,-5,-5,-5,-4,0
5037,1,1,1981,2,-4,-4,4,0,0,1,0,3,0,1,0,-4,1
5038,0,1,1981,6,-4,-4,4,0,0,5,1,1,1,1,1,-4,0
5039,0,2,1982,6,-4,-4,4,1,0,5,1,2,0,0,0,-4,0
5040,1,2,1982,4,-4,-4,4,1,-5,3,-5,-5,-5,-5,-5,-4,0
5041,1,1,1984,1,-4,1,4,0,0,1,0,5,0,0,0,1,1
5042,1,1,1980,2,-4,-4,4,0,-5,-5,-5,5,2,3,2,-4,1
5043,1,2,1984,2,0,-4,2,0,0,2,0,5,0,0,0,-4,1
5044,0,1,1981,-4,-4,-4,4,0,1,3,0,5,0,0,0,1,3
5045,1,1,1981,1,-4,-4,4,0,0,6,0,5,2,3,2,-4,1
5046,0,2,1980,4,-4,-4,4,-5,0,7,-5,-5,-5,-5,-5,-4,0
5047,0,1,1981,4,-4,-4,4,0,0,2,0,2,0,1,0,1,3
5048,0,2,1982,4,-4,-4,4,0,0,6,0,2,0,3,0,-4,0
5049,1,2,1983,1,1,-4,2,0,0,7,1,2,1,1,1,-4,0
5050,0,1,1984,13,-4,0,2,0,0,1,0,2,0,0,0,1,3
5051,1,2,1981,10,-4,-4,4,0,0,3,0,3,0,3,0,1,1
5052,0,1,1983,-4,-4,-4,4,0,0,5,0,3,0,0,2,-4,0
5053,1,1,1981,27,-4,-4,4,0,0,2,0,3,0,1,0,-4,1
5054,1,2,1980,7,-4,-4,4,0,0,2,0,6,0,0,0,-4,1
5055,0,1,1983,5,-4,1,4,1,0,6,0,3,0,2,0,-4,0
5056,1,1,1980,4,-4,-4,4,-5,-5,-5,-5,3,1,2,0,-4,0
5057,1,2,1982,3,-4,-4,1,0,0,2,0,5,0,0,1,-4,1
5058,1,1,1980,21,-4,-4,4,-5,0,3,0,-5,-5,-5,-5,1,1
5059,0,1,1982,11,-4,-4,4,1,0,2,0,2,0,0,0,1,1
5060,1,2,1981,1,-4,-4,4,1,1,2,0,6,0,0,0,-4,1
5061,0,1,1980,2,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5062,0,1,1984,2,-4,1,1,0,0,5,0,3,0,1,0,-4,1
5063,0,1,1983,2,-4,0,4,0,0,3,0,2,0,3,0,-4,0
5064,1,1,1983,4,-4,1,4,0,0,5,0,3,0,0,0,-4,0
5065,1,1,1980,13,-4,-4,4,-5,-5,-5,-5,3,0,0,0,-4,1
5066,1,1,1983,13,-4,0,4,0,0,3,0,2,0,0,0,1,3
5067,0,1,1984,2,-4,1,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5068,1,2,1982,2,-4,-4,1,0,0,4,0,3,2,2,0,-4,0
5069,1,2,1984,2,0,-4,1,0,0,7,0,3,1,1,1,-4,0
5070,1,1,1984,3,-4,1,2,0,0,1,0,2,0,0,0,-4,1
5071,0,1,1982,1,-4,-4,4,0,-5,-5,-5,5,0,0,0,3,1
5072,1,2,1981,1,-4,-4,2,0,0,4,0,2,0,0,0,1,3
5073,1,2,1982,12,-4,-4,4,0,0,4,0,5,1,1,1,-4,1
5074,1,1,1982,-4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5075,0,2,1983,9,0,-4,4,0,0,2,0,6,1,1,1,-4,0
5076,0,1,1980,-4,-4,-4,4,-5,-5,-5,0,-5,-5,-5,-5,1,1
5077,0,1,1983,10,-4,0,4,0,-5,-5,-5,4,0,0,0,-4,0
5078,1,2,1982,10,-4,-4,4,-5,0,3,0,-5,-5,-5,-5,-4,1
5079,0,2,1980,11,-4,-4,4,1,0,4,-5,-5,-5,-5,-5,1,3
5080,1,1,1980,11,-4,-4,4,0,-5,-5,-5,2,0,0,0,1,1
5081,1,1,1983,11,-4,0,4,0,-5,-5,0,3,0,0,0,-4,1
5082,1,2,1980,11,-4,-4,4,-5,-5,-5,0,5,0,0,0,1,3
5083,1,2,1981,-4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5084,1,1,1982,11,-4,-4,4,0,0,3,0,5,0,0,0,-4,1
5085,1,2,1984,11,0,-4,4,-5,-5,2,-5,-5,-5,-5,-5,-4,0
5086,1,2,1982,11,-4,-4,4,0,0,2,0,3,0,0,0,-4,1
5087,1,2,1981,11,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,1
5088,1,1,1981,2,-4,-4,4,0,0,2,0,4,0,1,0,-4,1
5089,1,2,1984,2,0,-4,4,0,0,5,0,3,0,1,1,1,1
5090,1,1,1982,1,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5091,1,2,1984,1,0,-4,4,0,-5,-5,0,5,0,0,0,-4,1
5092,0,2,1980,13,-4,-4,4,0,0,-5,0,5,0,2,0,1,3
5093,0,1,1983,1,-4,1,4,-5,0,4,0,-5,-5,-5,-5,1,3
5094,1,1,1980,-4,-4,-4,4,-5,0,-5,0,3,1,1,1,-4,1
5095,1,2,1984,12,0,-4,4,0,0,2,0,5,0,1,0,-4,1
5096,1,2,1983,13,0,-4,4,0,0,5,0,5,0,3,1,-4,0
5097,0,2,1983,13,0,-4,4,0,0,3,0,-5,-5,-5,-5,1,1
5098,1,2,1983,8,0,-4,4,0,0,1,0,4,0,0,0,-4,1
5099,1,2,1981,13,-4,-4,4,0,-5,-5,0,-5,-5,-5,-5,-4,0
5100,1,1,1982,10,-4,-4,4,1,-5,-5,0,5,0,0,0,-4,1
5101,1,2,1981,12,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5102,1,1,1980,1,-4,-4,2,0,-5,-5,0,3,0,0,0,-4,0
5103,0,1,1980,13,-4,-4,4,0,0,2,0,-5,-5,-5,-5,-4,1
5104,0,2,1984,13,0,-4,4,1,0,1,0,3,0,1,0,-4,0
5105,1,1,1982,2,-4,-4,4,-5,0,5,0,3,0,1,0,-4,1
5106,1,1,1981,1,-4,-4,4,0,0,3,0,5,0,0,0,1,3
5107,1,1,1984,10,-4,0,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5108,1,1,1982,2,-4,-4,4,0,0,3,0,-5,-5,-5,-5,1,3
5109,1,1,1980,7,-4,-4,4,0,0,3,1,3,0,1,0,1,3
5110,1,1,1984,10,-4,0,4,0,0,1,0,4,0,0,0,-4,1
5111,0,2,1980,8,-4,-4,4,-5,0,4,0,7,0,0,0,1,3
5112,0,1,1984,8,-4,0,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
5113,0,2,1984,5,0,-4,4,0,-2,7,0,3,1,0,1,1,3
5114,1,2,1981,12,-4,-4,4,-5,-5,-5,0,5,0,0,0,-4,1
5115,0,2,1981,1,-4,-4,4,0,1,2,0,5,0,0,0,1,3
5116,1,1,1981,11,-4,-4,4,0,0,3,0,2,0,1,0,-4,1
5117,0,1,1982,8,-4,-4,4,0,0,5,0,3,0,2,0,-4,1
5118,0,2,1982,2,0,-4,4,0,-5,-5,-5,5,0,0,0,-4,1
5119,1,1,1984,1,-4,1,4,0,-5,-5,-5,-5,-5,-5,-5,-4,1
5120,0,1,1981,7,-4,-4,2,0,0,5,1,2,0,0,0,-4,0
5121,0,1,1983,1,-4,0,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5122,1,1,1983,12,-4,2,4,0,0,3,0,1,0,0,0,-4,0
5123,1,2,1981,2,-4,-4,4,-5,-5,-5,-5,3,0,0,0,-4,1
5124,1,1,1981,13,-4,-4,4,0,0,3,0,3,0,0,0,-4,0
5125,1,2,1983,13,0,-4,4,0,0,5,0,3,0,1,0,-4,0
5126,1,2,1984,1,1,-4,1,0,1,2,0,2,0,0,0,1,3
5127,0,1,1980,2,-4,-4,1,0,0,3,0,3,0,0,0,-4,1
5128,1,2,1983,3,1,-4,4,0,0,3,0,6,0,0,0,-4,1
5129,0,2,1984,2,0,-4,4,0,0,5,0,4,0,0,0,-4,1
5130,1,2,1981,-4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
5131,0,2,1983,3,0,-4,4,0,0,3,0,5,0,0,0,-4,1
5132,1,1,1980,24,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5133,1,1,1982,24,-4,-4,4,0,0,2,-5,-5,-5,-5,-5,-4,1
5134,1,1,1984,12,-4,0,4,0,0,5,0,6,0,3,0,-4,0
5135,1,1,1982,1,-4,-4,4,0,0,2,0,3,0,0,0,1,1
5136,0,1,1983,2,-4,0,1,0,-5,3,0,5,0,0,0,-4,1
5137,0,2,1980,1,-4,-4,4,0,1,4,0,3,2,3,1,-4,1
5138,0,2,1982,1,-4,-4,4,0,1,3,0,5,0,3,1,1,1
5139,1,1,1981,11,-4,-4,2,0,0,3,0,4,0,0,0,1,3
5140,1,2,1984,11,0,-4,2,0,0,6,0,3,0,0,0,1,3
5141,0,2,1983,1,0,-4,4,1,0,6,0,3,1,1,1,-4,0
5142,1,1,1982,3,-4,-4,4,0,0,6,0,5,0,3,0,-4,1
5143,1,2,1984,3,0,-4,4,0,0,1,0,6,0,3,0,1,1
5144,0,1,1982,2,-4,-4,4,0,0,2,0,3,0,0,0,-4,1
5145,1,1,1982,2,-4,-4,4,0,0,5,-5,3,0,1,0,-4,0
5146,1,2,1980,3,-4,-4,4,0,0,5,0,7,0,0,0,-4,1
5147,1,1,1983,3,-4,1,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5148,0,1,1981,3,-4,-4,4,0,0,4,0,5,0,0,0,-4,1
5149,1,2,1981,4,-4,-4,4,0,0,3,-5,3,0,0,0,1,3
5150,1,1,1983,1,-4,0,4,0,-5,4,-5,3,0,0,0,-4,1
5151,1,2,1984,-4,-4,-4,4,0,0,3,0,6,0,1,0,-4,1
5152,1,2,1981,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
5153,1,1,1982,2,-4,0,1,0,0,1,0,5,0,1,0,-4,0
5154,1,2,1981,4,-4,-4,4,0,0,5,0,3,0,0,0,1,1
5155,1,1,1983,4,-4,0,4,0,0,7,0,3,0,1,1,-4,1
5156,1,1,1984,4,-4,0,4,0,0,1,0,3,0,0,0,-4,1
5157,1,1,1981,13,-4,-4,4,0,0,6,0,3,0,1,0,-4,1
5158,0,2,1982,2,-4,-4,4,0,0,5,0,6,1,1,1,-4,1
5159,1,1,1981,2,-4,-4,4,0,0,3,0,3,0,3,0,-4,0
5160,1,2,1983,2,0,-4,1,-5,-5,-5,0,-5,-5,-5,-5,-4,0
5161,1,1,1982,1,-4,-4,2,1,0,5,0,3,0,0,1,-4,0
5162,0,1,1982,13,-4,-4,4,0,0,2,0,5,0,0,0,-4,0
5163,0,2,1983,13,0,-4,4,0,0,3,0,5,0,0,0,1,1
5164,1,1,1982,8,-4,0,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5165,1,1,1982,1,-4,-4,4,0,0,4,0,-5,-5,-5,-5,-4,1
5166,0,1,1980,8,-4,-4,4,0,0,1,0,3,0,0,0,-4,1
5167,0,2,1983,1,0,-4,4,0,0,7,0,3,0,0,0,1,3
5170,1,1,1981,27,-4,-4,3,0,0,2,0,3,1,1,1,-4,0
5171,1,2,1983,1,0,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5172,1,1,1981,12,-4,-4,4,0,0,4,0,4,0,0,0,-4,1
5173,1,2,1983,12,1,-4,4,0,0,6,0,3,0,3,0,-4,1
5174,1,1,1984,2,-4,0,4,0,0,1,0,5,0,0,0,-4,0
5175,0,2,1983,1,0,-4,4,0,0,2,0,5,1,1,1,-4,0
5176,0,2,1984,1,0,-4,4,0,0,2,0,6,1,1,1,-4,0
5177,1,2,1981,25,-4,-4,2,0,0,5,0,5,3,3,3,-4,0
5178,1,1,1981,1,-4,-4,4,0,-5,-5,0,5,0,0,0,-4,1
5179,1,2,1983,1,0,-4,4,0,0,3,0,5,0,1,0,1,3
5180,1,1,1980,5,-4,-4,4,0,0,2,0,5,0,0,0,-4,0
5181,1,1,1983,5,-4,0,4,0,0,4,0,5,0,0,0,1,3
5182,1,2,1981,3,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
5183,1,1,1981,3,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
5184,1,1,1982,1,-4,-4,4,0,0,3,0,4,0,0,0,-4,1
5185,1,2,1982,9,-4,-4,4,0,0,4,0,3,0,0,1,-4,1
5186,1,2,1981,13,-4,-4,4,0,1,4,-5,-5,-5,-5,-5,-4,0
5187,1,2,1983,13,0,-4,4,0,1,5,0,5,0,0,1,-4,1
5188,1,1,1983,3,-4,1,4,0,0,2,0,5,0,1,0,1,3
5189,1,2,1980,9,-4,-4,4,0,0,4,0,4,0,1,0,-4,1
5190,1,2,1981,9,-4,-4,4,0,0,2,0,6,0,0,0,-4,1
5191,1,1,1981,4,-4,-4,4,1,0,1,0,3,1,0,0,1,2
5192,1,2,1982,4,-4,-4,4,0,0,4,0,5,0,0,0,-4,0
5193,1,2,1983,9,0,-4,4,0,0,5,0,7,0,2,0,-4,1
5194,1,2,1980,9,-4,-4,4,0,0,2,-5,5,0,0,0,-4,1
5195,1,2,1982,9,-4,-4,4,0,0,1,-5,6,0,0,0,-4,1
5196,1,2,1981,9,-4,-4,4,0,0,4,0,5,0,0,1,-4,1
5197,1,1,1981,9,-4,-4,4,0,0,1,0,5,0,0,0,-4,1
5198,1,2,1984,9,0,-4,4,0,0,2,0,5,0,0,0,-4,1
5199,1,1,1983,1,-4,0,4,0,0,1,0,1,0,1,0,-4,1
5200,1,2,1984,1,0,-4,4,0,0,6,0,-5,-5,-5,-5,-4,0
5201,1,1,1981,27,-4,-4,4,0,0,4,0,3,0,0,0,1,1
5202,1,2,1981,1,-4,-4,2,0,0,1,0,2,0,0,0,-4,1
5203,1,2,1980,1,-4,-4,4,0,0,-5,0,-5,-5,-5,-5,-4,1
5204,1,2,1984,2,0,-4,4,0,0,3,0,6,1,2,1,-4,1
5205,1,2,1981,9,-4,-4,4,0,0,5,0,7,0,0,0,-4,1
5206,1,2,1983,9,0,-4,4,0,0,3,0,5,0,0,0,-4,1
5207,0,2,1981,2,-4,-4,4,0,0,3,0,5,0,1,0,1,1
5208,0,2,1984,2,1,-4,4,0,0,1,0,3,0,0,0,-4,1
5209,1,1,1981,12,-4,-4,4,0,0,1,0,4,0,1,0,-4,0
5210,1,2,1980,-4,-4,-4,4,0,1,5,0,4,1,1,2,1,3
5211,0,1,1984,2,-4,0,4,0,0,4,0,-5,-5,-5,-5,-4,0
5212,1,2,1982,8,-4,-4,4,0,0,2,0,3,0,2,0,-4,1
5213,1,1,1984,8,-4,0,4,0,0,4,0,3,0,0,0,-4,1
5214,1,1,1983,2,-4,1,4,0,0,2,0,5,0,0,0,-4,0
5215,0,2,1980,3,-4,-4,4,0,0,3,0,3,0,0,1,1,3
5216,1,2,1980,2,-4,-4,4,0,0,2,0,3,0,1,0,-4,1
5217,1,2,1984,2,0,-4,4,0,1,5,0,2,0,0,0,-4,1
5218,0,1,1984,2,-4,1,4,0,0,5,0,3,0,0,0,-4,0
5219,1,2,1981,9,-4,-4,4,0,0,1,0,6,0,0,0,-4,1
5220,1,1,1984,9,-4,0,4,0,0,2,0,5,0,1,0,-4,1
5221,1,2,1983,4,0,-4,4,0,0,1,0,3,0,2,0,-4,1
5222,0,1,1980,9,-4,-4,4,0,0,2,0,3,0,0,0,-4,1
5223,0,1,1984,9,-4,1,4,0,0,4,0,5,0,1,0,-4,1
5224,1,1,1981,1,-4,-4,4,0,0,3,0,3,0,3,0,-4,1
5225,0,2,1983,34,0,-4,4,0,0,4,0,2,3,0,3,-4,0
5226,1,1,1980,22,-4,-4,4,0,0,-5,-5,2,0,0,0,-4,0
5227,0,2,1981,10,-4,-4,4,0,0,5,0,3,0,1,0,-4,1
5228,0,2,1983,10,0,-4,4,0,0,2,1,2,0,0,0,-4,1
5229,1,1,1981,10,-4,-4,4,0,0,2,0,3,0,0,0,-4,1
5230,1,2,1982,10,-4,-4,4,0,0,7,0,-5,-5,-5,-5,-4,0
5231,1,1,1980,5,-4,-4,4,0,0,1,0,3,0,0,0,2,1
5232,0,2,1981,-4,-4,-4,2,0,-5,4,0,3,3,1,1,-4,1
5233,0,2,1984,-4,-4,-4,4,0,0,1,0,2,1,3,0,-4,0
5234,1,1,1984,4,-4,0,4,0,0,4,1,4,0,0,0,-4,1
5235,1,1,1980,1,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
5236,0,2,1981,4,-4,-4,4,0,0,6,0,6,3,2,2,1,3
5237,0,2,1981,4,-4,-4,4,0,0,3,0,6,2,2,2,-4,1
5238,0,1,1984,4,-4,0,4,0,0,1,0,5,1,1,1,-4,1
5239,0,2,1984,4,1,-4,4,0,0,6,0,6,1,3,1,-4,1
5240,0,1,1980,2,-4,-4,2,0,0,6,0,3,1,1,0,-4,0
5241,0,2,1983,2,1,-4,4,0,0,5,0,3,2,2,2,-4,0
5242,1,2,1980,4,-4,-4,4,0,0,2,-5,-5,-5,-5,-5,-4,1
5243,0,2,1982,3,-4,-4,4,0,0,3,0,3,0,3,0,-4,0
5244,0,1,1982,25,-4,-4,4,0,1,5,0,4,0,0,0,-4,0
5245,0,1,1984,25,-4,1,4,0,1,3,0,2,0,1,0,-4,0
5246,1,1,1984,4,-4,0,4,0,0,1,0,5,0,0,0,-4,0
5247,0,2,1983,1,0,-4,4,0,0,6,0,5,0,2,0,-4,1
5248,0,1,1983,13,-4,0,4,0,0,7,0,1,0,0,0,-4,1
5249,1,1,1982,1,-4,-4,4,1,0,5,0,5,1,2,2,-4,0
5250,0,1,1981,1,-4,-4,4,0,-5,3,-5,-5,-5,-5,-5,-4,0
5251,0,2,1981,13,-4,-4,4,0,0,4,0,5,0,1,0,-4,1
5252,0,1,1982,13,-4,-4,4,0,0,2,0,2,0,2,3,-4,0
