"R0000100","R0532200","R0536300","R0536402","R0552200","R0690800","R0691200","R1482600","S1249300","T1067500","T3162503","T9110400","U3572700","U4370902","U4370904","U4370905","Z9073400","Z9149100"
4589,1,1,1984,27,-4,0,4,0,-5,-1,0,-5,-5,-5,-5,-4,0
4590,0,2,1983,6,1,-4,4,1,0,4,-5,-5,-5,-5,-5,-4,0
4591,1,1,1981,2,-4,-4,4,0,0,1,0,5,0,2,0,-4,1
4592,0,1,1984,1,-4,0,2,0,0,4,0,3,0,2,0,1,1
4593,0,2,1983,12,1,-4,4,1,-2,2,-2,2,0,0,0,1,1
4594,0,2,1984,4,1,-4,3,0,0,4,0,3,1,3,3,1,3
4595,0,2,1984,12,1,-4,4,-5,-5,-5,-5,3,0,1,0,-4,1
4596,0,1,1980,23,-4,-4,4,0,0,2,0,-5,-5,-5,-5,-4,0
4597,1,2,1982,12,-4,-4,4,0,0,3,0,5,0,1,0,-4,0
4598,1,2,1983,12,0,-4,4,0,0,-5,0,3,1,3,1,-4,0
4599,1,2,1983,-4,-4,-4,4,0,0,1,0,5,0,0,1,1,3
4600,0,1,1980,1,-4,-4,4,0,0,2,0,5,0,3,0,-4,1
4601,1,2,1980,8,-4,-4,4,0,0,7,0,5,0,0,0,-4,1
4602,1,1,1983,8,-4,0,4,0,0,4,0,3,0,3,0,-4,0
4603,0,2,1983,1,0,-4,4,0,0,5,0,5,0,1,0,-4,1
4604,0,1,1980,-4,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,1
4605,0,2,1983,-4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
4606,0,1,1983,1,-4,2,4,0,0,2,-5,1,0,0,0,-4,0
4607,0,2,1984,3,0,-4,4,1,0,4,0,3,0,3,0,-4,0
4608,0,2,1983,1,0,-4,4,0,-2,6,-2,3,0,0,0,1,3
4609,0,1,1984,13,-4,1,4,0,0,-5,0,-5,-5,-5,-5,-4,0
4610,1,2,1982,5,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
4611,0,2,1983,4,1,-4,4,0,0,4,0,3,0,0,0,-4,0
4612,1,2,1984,1,0,-4,4,0,0,5,0,-5,-5,-5,-5,-4,1
4613,0,1,1980,25,-4,-4,3,0,0,1,0,3,0,1,0,-4,2
4614,1,1,1981,2,-4,-4,2,0,0,2,0,3,0,0,0,-4,1
4615,1,1,1982,1,-4,-4,4,0,0,4,0,3,0,1,0,-4,0
4616,1,1,1980,4,-4,-4,4,0,0,1,0,2,1,1,1,-4,1
4617,1,1,1981,2,-4,0,4,0,0,3,0,3,0,0,0,-4,0
4618,1,2,1983,2,0,-4,4,0,0,5,0,3,0,0,0,-4,1
4619,1,2,1982,1,-4,-4,4,0,0,3,-5,4,0,1,0,1,1
4620,1,2,1983,12,0,-4,4,-5,0,2,0,5,0,0,0,1,1
4621,1,2,1983,22,0,-4,1,1,0,5,0,3,0,1,0,-4,1
4622,0,1,1982,2,-4,-4,4,0,0,5,0,3,0,0,0,1,3
4623,0,1,1984,2,-4,2,4,1,0,2,0,3,0,0,0,-4,1
4624,0,1,1983,4,-4,0,4,1,0,-5,0,2,0,0,0,-4,1
4625,1,1,1982,2,-4,-4,1,0,0,5,0,-5,-5,-5,-5,-4,0
4626,0,2,1982,4,-4,-4,4,0,0,5,0,3,0,2,0,-4,1
4627,0,1,1981,4,-4,-4,4,0,0,5,-5,-5,-5,-5,-5,-4,0
4628,0,2,1980,1,-4,-4,4,0,0,2,0,3,0,2,0,1,3
4629,1,1,1981,6,-4,-4,4,0,0,6,0,6,0,1,1,-4,1
4630,1,2,1984,6,0,-4,4,0,0,1,0,6,1,0,1,-4,1
4631,0,1,1982,18,-4,-4,3,0,0,2,0,8,0,0,0,-4,0
4632,0,1,1980,1,-4,-4,4,1,-5,-5,-5,-5,-5,-5,-5,-4,0
4633,1,2,1983,13,0,-4,3,1,0,6,0,4,0,1,0,-4,0
4634,1,2,1982,1,-4,-4,4,0,0,2,0,4,0,0,0,-4,1
4635,1,2,1983,1,0,-4,4,0,0,2,0,3,0,0,0,1,1
4636,0,1,1983,12,-4,0,2,0,0,2,-5,-5,-5,-5,-5,-4,1
4637,1,1,1981,-4,-4,-4,2,0,0,4,0,3,0,1,0,-4,0
4638,1,1,1983,-4,-4,-4,2,0,0,4,0,2,0,3,1,-4,0
4639,0,1,1983,2,-4,1,1,0,0,5,0,2,0,1,1,-4,0
4640,0,1,1981,2,-4,-4,4,1,0,6,0,3,2,1,0,1,3
4641,1,1,1981,4,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4642,1,1,1984,4,-4,1,4,0,0,2,-5,-5,-5,-5,-5,-4,1
4643,0,1,1980,25,-4,-4,4,0,0,3,0,5,1,0,1,-4,0
4644,0,1,1984,25,-4,0,4,0,0,-5,-5,-5,-5,-5,-5,-4,0
4645,0,1,1983,3,-4,0,4,0,0,3,0,5,0,1,0,-4,1
4646,1,1,1983,-4,-4,-4,4,0,0,5,0,7,0,3,0,-4,1
4647,1,2,1982,1,-4,-4,4,0,0,1,0,5,0,0,0,-4,1
4648,1,2,1984,1,1,-4,4,0,0,6,0,5,0,1,0,1,3
4649,0,2,1981,12,-4,-4,4,0,0,2,0,4,0,1,0,-4,0
4650,1,2,1980,1,-4,-4,1,0,0,7,0,1,0,0,0,-4,0
4651,1,2,1983,1,2,-4,1,0,0,-5,0,1,3,3,3,1,3
4652,0,2,1980,2,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4653,0,1,1983,2,-4,1,1,-5,-5,-5,-5,4,0,0,0,-4,1
4654,0,1,1982,2,-4,-4,1,0,0,2,0,5,0,2,0,-4,0
4655,0,2,1981,26,-4,-4,4,0,0,4,0,2,3,3,1,-4,0
4656,1,2,1980,2,-4,-4,1,0,1,3,0,1,0,0,0,-4,1
4657,1,2,1982,2,-4,-4,1,0,1,4,0,3,0,1,0,-4,0
4658,0,2,1980,3,-4,-4,1,0,0,4,0,3,1,2,3,-4,0
4659,0,1,1981,3,-4,-4,1,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4660,0,1,1980,-4,-4,-4,1,-5,0,4,0,3,1,0,0,1,1
4661,1,1,1980,-4,-4,-4,4,0,0,5,0,3,0,0,0,1,3
4662,1,2,1984,1,0,-4,4,0,-5,-5,0,6,1,0,1,-4,0
4663,1,1,1980,1,-4,-4,4,0,0,-5,0,3,0,2,0,-4,1
4664,0,2,1984,4,2,-4,4,0,0,5,0,3,1,0,1,-4,1
4665,1,1,1980,-4,-4,-4,4,0,0,1,-5,2,0,0,0,-4,1
4666,0,1,1982,12,-4,-4,4,0,0,3,0,3,1,1,1,1,1
4667,0,2,1984,12,1,-4,4,-5,0,5,0,-5,-5,-5,-5,1,3
4668,1,1,1982,1,-4,-4,2,0,1,3,0,3,0,3,0,1,1
4669,1,1,1983,18,-4,0,4,0,0,2,0,3,0,1,0,1,1
4670,1,2,1981,1,-4,-4,2,0,0,5,0,3,2,0,2,-4,1
4671,1,2,1983,1,1,-4,2,0,0,5,0,4,0,0,0,-4,0
4672,0,2,1981,1,-4,-4,4,-5,0,5,0,-5,-5,-5,-5,-4,1
4673,0,2,1984,1,1,-4,4,1,0,3,0,5,0,0,0,1,3
4674,0,2,1982,18,-4,-4,4,0,0,1,0,-5,-5,-5,-5,-4,0
4675,0,2,1980,2,-4,-4,1,0,0,6,0,3,0,0,0,-4,0
4676,1,2,1981,-4,-4,-4,4,-5,-5,2,0,3,0,0,0,-4,1
4677,1,2,1982,-4,-4,-4,4,0,0,1,0,3,0,0,0,-4,0
4678,0,2,1981,13,-4,-4,2,0,0,1,0,3,3,2,3,1,3
4679,0,1,1983,13,-4,-4,2,0,0,6,0,3,0,0,0,-4,0
4680,0,1,1982,11,-4,-4,4,0,1,3,0,3,0,0,0,-4,1
4681,0,1,1984,-4,-4,-4,4,-5,0,3,0,-5,-5,-5,-5,-4,1
4682,1,1,1980,2,-4,-4,3,-5,0,2,0,-5,-5,-5,-5,1,3
4683,0,2,1981,-4,-4,-4,3,-5,0,3,0,3,0,1,0,-4,0
4684,0,2,1983,-4,-4,-4,3,-5,-5,-5,0,-5,-5,-5,-5,-4,0
4685,1,2,1980,5,-4,-4,4,-5,-5,2,0,-5,-5,-5,-5,1,3
4686,1,2,1982,10,-4,-4,3,0,0,3,-5,-5,-5,-5,-5,-4,0
4687,0,2,1984,1,1,-4,4,0,1,3,1,3,0,1,0,-4,1
4688,1,2,1980,-4,-4,-4,4,0,-5,6,0,5,0,1,0,-4,0
4689,1,2,1983,-4,-4,-4,4,0,0,5,-5,-5,-5,-5,-5,-4,0
4690,1,1,1980,12,-4,-4,4,0,0,5,0,2,0,1,0,1,1
4691,1,1,1983,12,-4,0,4,0,0,1,0,3,0,0,0,1,1
4692,1,1,1980,2,-4,-4,4,0,0,1,0,1,0,0,0,1,3
4693,0,1,1981,1,-4,-4,2,-5,0,2,0,3,0,0,0,-4,0
4694,0,2,1984,1,1,-4,2,0,0,4,0,4,0,0,0,-4,1
4695,0,2,1980,1,-4,-4,2,0,0,6,0,-5,-5,-5,-5,-4,0
4696,1,2,1981,1,-4,-4,2,0,0,4,0,3,1,1,2,-4,1
4697,0,2,1984,4,-4,0,4,0,0,2,0,6,0,0,0,-4,0
4698,1,2,1981,1,-4,-4,2,0,-5,2,0,5,0,0,0,1,3
4699,1,2,1981,1,-4,-4,2,0,-5,2,0,5,0,0,0,-4,0
4700,1,2,1982,1,-4,-4,2,0,-5,4,0,5,0,0,0,-4,1
4701,0,1,1984,-4,-4,-4,2,-5,0,2,0,3,0,0,0,-4,0
4702,1,1,1984,13,-4,0,2,0,0,4,0,5,0,0,0,-4,0
4703,1,1,1982,13,-4,-4,3,0,-5,-5,-5,-5,-5,-5,-5,-4,1
4704,0,2,1983,22,1,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4705,0,1,1981,1,-4,-4,2,-5,-5,2,0,-5,-5,-5,-5,-4,1
4706,1,2,1981,1,-4,-4,2,0,0,4,-5,-5,-5,-5,-5,-4,0
4707,1,2,1984,1,0,-4,2,0,0,-5,0,4,0,0,0,-4,0
4708,1,2,1982,12,-4,-4,4,0,0,3,0,3,0,1,0,-4,1
4709,1,1,1983,12,-4,1,4,0,0,3,0,4,0,2,0,-4,0
4710,1,1,1980,2,-4,-4,4,0,0,3,0,6,0,2,1,-4,1
4711,1,2,1982,2,-4,-4,4,0,0,2,0,5,0,2,0,1,1
4712,1,1,1983,1,-4,0,4,0,0,5,-5,-5,-5,-5,-5,-4,0
4713,1,1,1981,-4,-4,-4,4,0,0,-5,-5,-5,-5,-5,-5,-4,0
4714,1,2,1981,3,-4,-4,4,0,0,5,0,3,0,0,0,-4,1
4715,0,2,1982,1,-4,-4,2,-5,0,7,0,3,3,3,3,-4,0
4716,1,2,1984,18,0,-4,4,0,0,5,0,3,0,1,0,1,1
4717,1,1,1980,-4,-4,-4,2,0,0,2,0,3,0,0,0,-4,1
4718,1,2,1981,1,-4,-4,2,-5,0,5,0,4,1,0,1,-4,1
4719,1,2,1980,18,-4,-4,4,0,0,2,0,6,0,0,0,-4,1
4720,0,2,1983,3,0,-4,4,0,0,4,-5,3,0,0,0,-4,1
4721,0,2,1980,6,-4,-4,4,0,0,2,0,3,0,3,0,-4,0
4722,0,2,1982,6,-4,-4,4,0,0,4,1,3,0,0,0,-4,1
4723,1,2,1982,3,-4,-4,4,0,0,6,0,5,0,0,0,-4,0
4724,1,1,1980,22,-4,-4,3,0,0,2,0,8,0,0,0,-4,0
4725,1,2,1980,12,-4,-4,4,0,0,5,-5,-5,-5,-5,-5,-4,0
4726,0,2,1981,1,-4,-4,4,-5,0,5,0,4,2,0,0,-4,0
4727,0,1,1982,6,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4728,0,2,1982,24,-4,-4,4,0,0,1,0,3,0,1,0,-4,1
4729,0,2,1981,11,-4,-4,4,-5,-5,-5,0,-5,-5,-5,-5,-4,1
4730,0,2,1981,5,-4,-4,4,0,0,5,1,5,0,0,0,-4,1
4731,1,1,1981,13,-4,-4,4,0,0,4,0,6,0,1,0,-4,1
4732,1,2,1983,13,1,-4,4,0,0,2,0,5,0,1,0,-4,1
4733,0,2,1984,27,0,-4,2,0,0,7,1,3,2,2,2,1,3
4734,1,1,1983,1,-4,0,2,0,0,3,0,3,0,0,0,-4,1
4735,1,1,1980,2,-4,-4,2,0,1,1,0,-5,-5,-5,-5,-4,0
4736,1,1,1984,1,-4,0,4,0,0,1,0,8,0,1,0,-4,1
4737,0,1,1982,1,-4,-4,4,0,0,2,0,3,0,0,0,-4,1
4738,0,2,1980,-4,-4,-4,4,0,-5,2,-5,3,0,0,0,-4,0
4739,1,2,1982,27,-4,-4,2,0,0,3,0,-5,-5,-5,-5,-4,1
4740,1,1,1980,1,-4,-4,2,0,0,3,0,5,0,0,0,-4,1
4741,1,2,1982,1,-4,-4,2,0,0,4,-5,-5,-5,-5,-5,-4,1
4742,1,2,1981,1,-4,-4,2,0,0,4,0,3,0,0,0,-4,1
4743,1,1,1982,2,-4,-4,1,0,0,4,1,3,0,1,0,1,3
4744,0,1,1983,2,-4,0,4,0,0,3,0,-5,-5,-5,-5,-4,1
4745,0,1,1983,1,-4,1,2,0,0,3,0,3,1,3,0,1,3
4746,1,1,1983,-4,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
4747,0,2,1980,2,-4,-4,1,0,0,1,0,6,0,1,1,-4,0
4748,1,2,1983,6,2,-4,4,0,0,7,0,3,1,2,1,-4,0
4749,0,1,1980,2,-4,-4,4,0,0,1,0,2,0,0,0,-4,1
4750,0,1,1982,1,-4,-4,4,0,0,4,0,3,1,0,0,-4,1
4751,1,1,1981,7,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
4752,1,1,1981,-4,-4,-4,4,0,0,1,0,4,0,0,0,-4,1
4753,1,2,1982,-4,-4,-4,4,1,0,2,0,5,0,1,0,-4,1
4754,0,2,1981,-4,-4,-4,4,0,0,3,1,4,1,2,2,-4,1
4755,0,2,1980,1,-4,-4,2,1,0,5,0,5,1,0,1,-4,0
4756,1,2,1980,-4,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
4757,1,2,1983,-4,-4,-4,4,0,-5,5,0,-5,-5,-5,-5,-4,1
4758,0,2,1980,13,-4,-4,1,-5,0,2,0,5,0,0,1,-4,0
4759,0,1,1981,11,-4,-4,4,0,0,1,0,3,0,1,0,-4,0
4760,0,2,1984,11,1,-4,4,0,0,3,0,8,1,1,1,-4,1
4761,0,2,1983,2,0,-4,4,0,0,2,0,2,3,0,2,-4,1
4762,0,1,1984,1,-4,1,2,0,0,-5,0,5,0,0,0,-4,0
4763,0,1,1983,4,-4,0,4,0,0,1,0,5,0,1,0,-4,0
4764,0,1,1981,1,-4,-4,2,0,0,4,0,-5,-5,-5,-5,-4,1
4765,1,1,1981,-4,-4,-4,4,-5,0,4,0,3,1,0,1,-4,1
4766,1,1,1980,8,-4,-4,2,-5,-5,5,0,-5,-5,-5,-5,-4,0
4767,1,2,1984,8,0,-4,2,-5,-5,3,-5,-5,-5,-5,-5,-4,0
4768,1,2,1982,1,-4,-4,2,0,0,6,0,3,0,3,0,-4,1
4769,0,1,1980,12,-4,-4,4,1,0,3,0,5,0,0,0,-4,0
4770,0,2,1980,2,-4,-4,4,0,-5,-5,0,5,0,0,0,-4,1
4771,0,2,1983,27,1,-4,4,0,-5,2,0,3,0,1,1,-4,1
4772,1,2,1984,1,0,-4,2,0,0,4,0,3,3,3,1,1,1
4773,0,2,1980,1,-4,-4,2,0,0,3,0,3,0,0,0,-4,0
4774,0,1,1983,1,-4,0,2,0,0,3,0,3,0,0,0,-4,1
4775,1,2,1983,1,0,-4,2,0,0,2,0,3,0,0,0,-4,1
4776,0,1,1983,1,-4,0,2,0,0,5,0,5,0,1,0,1,3
4777,0,2,1980,1,-4,-4,2,0,0,7,0,3,0,0,0,1,3
4778,0,2,1981,1,-4,-4,2,0,0,7,0,1,0,0,0,-4,4
4779,1,2,1983,1,0,-4,2,0,0,3,0,3,0,0,1,1,3
4780,1,1,1980,1,-4,-4,2,0,0,4,0,3,1,1,0,-4,1
4781,0,1,1980,7,-4,-4,4,0,0,5,0,3,0,0,0,-4,0
4782,0,1,1981,1,-4,-4,2,0,0,4,0,6,0,0,1,-4,1
4783,0,2,1982,1,-4,-4,2,0,0,3,0,4,0,0,0,-4,1
4784,0,2,1983,1,0,-4,2,0,0,1,0,3,0,0,0,-4,1
4785,1,2,1980,1,-4,-4,2,0,0,1,0,3,0,0,1,1,1
4786,1,2,1983,1,0,-4,2,0,0,2,0,3,0,0,0,-4,0
4787,1,1,1982,6,-4,-4,4,0,-5,4,0,4,0,0,0,-4,0
4788,1,1,1980,6,-4,-4,4,0,1,3,0,7,0,1,0,-4,0
4789,1,2,1982,6,-4,-4,4,0,1,5,0,5,1,1,1,-4,1
4790,0,1,1983,1,-4,1,4,0,0,6,0,3,3,3,3,-4,0
4791,1,1,1980,1,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4792,1,2,1982,-4,-4,-4,4,0,0,4,0,5,0,1,1,-4,1
4793,1,1,1980,-4,-4,-4,4,1,0,3,0,5,0,0,0,-4,1
4794,1,1,1981,22,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
4795,0,2,1981,1,-4,-4,2,0,0,7,0,2,0,0,0,-4,1
4796,1,2,1981,-4,-4,-4,4,0,0,7,0,5,1,2,1,-4,0
4797,0,2,1984,7,1,-4,4,0,0,5,0,4,0,0,0,-4,1
4798,1,1,1984,25,-4,1,2,0,0,2,0,5,1,1,1,-4,1
4799,1,1,1981,1,-4,-4,4,1,0,3,0,4,0,0,0,-4,0
4800,0,1,1982,1,-4,-4,4,0,-5,-5,-5,8,3,3,3,-4,0
4801,0,2,1983,2,0,-4,4,0,0,3,1,-5,-5,-5,-5,-4,0
4802,1,2,1982,1,-4,-4,4,0,0,5,0,8,0,1,0,-4,1
4803,1,1,1983,1,-4,1,4,0,0,3,0,-5,-5,-5,-5,-4,0
4804,1,2,1982,7,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
4805,0,1,1983,1,-4,0,4,0,0,1,0,3,0,0,0,1,1
4806,0,2,1982,10,-4,-4,4,0,0,2,-5,-5,-5,-5,-5,1,3
4807,0,2,1982,1,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
4808,0,1,1980,1,-4,-4,4,0,0,1,0,3,0,0,0,-4,0
4809,0,2,1984,1,0,-4,4,1,0,5,0,-5,-5,-5,-5,-4,0
4810,0,1,1982,13,-4,-4,4,0,0,3,-5,-5,-5,-5,-5,1,3
4811,0,2,1984,13,1,-4,4,0,0,7,0,3,1,0,1,-4,0
4812,1,2,1983,1,2,-4,4,0,0,6,0,6,2,2,2,-4,0
4813,1,1,1982,1,-4,-4,4,0,0,4,0,5,1,0,1,-4,1
4814,1,1,1983,1,-4,0,4,0,0,2,0,6,1,0,0,-4,1
4815,1,2,1983,1,0,-4,4,0,0,2,0,7,0,0,0,-4,1
4816,0,2,1980,13,-4,-4,4,0,0,5,0,5,2,0,0,-4,1
4817,0,1,1981,13,-4,-4,4,-5,0,2,0,4,0,1,0,-4,0
4818,1,1,1984,1,-4,0,4,0,0,5,0,5,0,0,0,-4,1
4819,1,1,1982,1,-4,-4,4,0,0,6,-5,2,0,3,1,-4,0
4820,0,1,1982,1,-4,-4,4,0,0,-5,0,3,0,0,0,-4,0
4821,0,2,1983,1,0,-4,4,0,0,-5,-5,6,0,0,0,-4,0
4822,0,2,1983,1,0,-4,4,0,0,5,0,6,0,2,0,-4,0
4823,1,2,1982,1,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4
4824,1,1,1981,1,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,1
4825,1,2,1981,1,-4,-4,4,0,-5,5,-5,-5,-5,-5,-5,-4,1
4826,1,1,1980,27,-4,-4,4,0,0,2,-5,6,0,1,0,-4,1
4827,1,1,1981,27,-4,-4,4,0,0,2,0,5,0,0,1,-4,1
4828,1,2,1981,2,-4,-4,4,0,1,2,0,6,0,0,0,-4,1
4829,0,2,1981,1,1,-4,4,0,-5,4,-5,-5,-5,-5,-5,-4,0
4830,1,1,1983,6,-4,0,4,0,0,5,0,6,0,0,0,-4,0
4831,0,1,1981,13,-4,-4,4,0,0,5,0,1,3,3,2,-4,0
4832,1,1,1983,1,-4,0,4,0,0,4,0,6,3,0,1,-4,0
4833,1,1,1980,16,-4,-4,4,0,0,3,0,7,0,0,1,-4,1
4834,0,2,1980,1,-4,-4,4,0,0,5,0,2,2,0,2,-4,0
4835,0,1,1983,1,-4,0,4,0,-5,5,0,3,0,0,0,-4,0
4836,1,1,1981,1,-4,-4,4,0,0,-5,0,-5,-5,-5,-5,-4,0
4837,1,2,1980,4,-4,-4,4,0,0,2,0,5,0,1,0,-4,1
4838,1,2,1982,1,-4,-4,4,0,0,6,0,6,0,0,0,-4,1
4839,1,1,1984,1,-4,0,4,0,0,6,0,6,2,2,0,-4,1
4840,1,1,1983,1,-4,0,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
4841,1,2,1982,3,-4,-4,4,0,0,6,0,4,0,0,0,-4,0
4842,1,2,1984,3,0,-4,4,0,0,5,0,6,1,1,1,-4,0
4843,0,2,1981,1,-4,-4,4,-5,0,5,1,3,0,0,0,1,3
4844,0,1,1983,1,-4,1,4,0,0,5,-5,3,0,0,0,-4,0
4845,0,1,1981,1,-4,-4,4,0,0,5,0,4,0,0,0,-4,0
4846,0,2,1983,1,0,-4,4,0,0,3,0,2,0,0,0,-4,0
4847,0,1,1980,3,-4,-4,4,0,0,4,-5,2,0,1,0,-4,1
4848,0,1,1984,1,-4,0,4,-5,0,2,0,3,0,3,0,-4,1
4849,1,1,1982,1,-4,-4,4,0,-5,-5,0,2,0,0,0,-4,0
4850,0,2,1980,-4,-4,-4,4,0,0,2,0,3,0,0,0,1,1
4851,0,1,1984,-4,-4,-4,4,1,-2,2,0,3,1,1,1,-4,0
4852,1,2,1980,3,-4,-4,4,0,0,2,0,5,0,0,0,-4,1
4853,1,1,1984,7,-4,1,4,0,0,3,0,5,0,2,0,-4,1
4854,1,2,1982,19,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4855,1,2,1983,7,0,-4,4,0,0,2,0,6,0,1,1,-4,1
4856,0,2,1981,1,-4,-4,2,1,0,3,-2,5,1,1,1,-4,1
4857,0,2,1984,1,1,-4,2,0,0,7,0,3,1,2,2,-4,0
4858,1,2,1984,1,0,-4,4,1,0,2,0,8,1,3,0,-4,1
4859,0,2,1981,2,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
4860,0,2,1980,3,-4,-4,4,0,0,2,0,3,0,1,0,-4,0
4861,1,1,1980,3,-4,-4,4,0,0,5,-5,2,0,1,0,-4,1
4862,1,2,1981,5,-4,-4,4,0,0,6,0,4,0,3,0,1,1
4863,1,1,1981,11,-4,-4,4,0,0,3,0,5,0,0,1,-4,1
4864,1,1,1984,11,-4,1,4,0,0,5,0,3,0,0,0,-4,0
4865,1,2,1982,1,-4,-4,4,0,0,3,0,3,0,0,0,-4,1
4866,0,1,1982,1,-4,-4,4,1,0,3,-5,-5,-5,-5,-5,-4,1
4867,0,2,1982,3,-4,-4,4,1,0,3,0,1,0,0,0,-4,1
4868,1,2,1981,3,-4,-4,4,0,1,5,0,3,0,3,0,-4,1
4869,0,1,1983,1,-4,0,4,0,-5,2,-5,-5,-5,-5,-5,-4,1
4870,1,1,1980,1,-4,-4,4,0,0,2,0,5,0,0,0,-4,0
4871,0,2,1981,-4,-4,-4,4,0,0,5,0,5,0,3,0,-4,2
4872,0,1,1982,-4,-4,-4,4,0,-5,-5,-5,4,0,1,0,-4,0
4873,1,2,1982,1,-4,-4,4,0,0,6,0,4,0,1,0,-4,1
4874,1,1,1984,1,-4,0,4,0,0,2,0,3,0,1,0,-4,0
4875,1,2,1982,1,-4,-4,4,0,0,6,0,6,2,1,2,-4,0
4876,1,2,1982,2,-4,-4,4,1,1,6,0,5,2,2,2,-4,1
4877,1,2,1984,2,0,-4,4,0,1,6,0,5,0,0,0,-4,1
4878,1,2,1982,1,-4,-4,4,0,0,2,0,6,0,0,0,-4,1
4879,0,2,1984,27,0,-4,4,1,0,6,0,-5,-5,-5,-5,-4,1
4880,0,2,1983,1,1,-4,4,0,0,7,-5,1,0,0,0,-4,1
4881,1,2,1983,1,0,-4,4,0,0,3,0,5,0,0,0,-4,1
4882,1,2,1981,2,-4,-4,4,-5,0,-5,0,-5,-5,-5,-5,-4,1
4883,1,1,1982,1,-4,-4,4,0,-5,-5,-5,-5,-5,-5,-5,-4,0
4884,1,1,1980,-4,-4,-4,4,0,0,4,0,3,0,0,0,1,1
4885,1,2,1983,1,1,-4,4,0,0,2,0,3,2,3,2,-4,1
4886,1,1,1984,1,-4,0,4,0,0,1,-5,3,0,0,0,1,3
4887,0,1,1983,1,-4,0,4,0,0,3,0,4,0,0,0,-4,1
4889,0,1,1982,6,-4,-4,4,0,-2,2,0,3,0,1,0,-4,1
4890,1,1,1983,1,-4,1,4,0,0,3,0,5,0,0,0,-4,1
4891,0,1,1982,1,-4,-4,4,0,1,1,1,5,0,0,0,1,1
4892,1,1,1982,1,-4,0,4,-5,-5,-5,0,1,0,0,0,-4,0
4893,0,2,1980,-4,-4,-4,4,0,0,1,-5,2,0,0,0,1,3
4894,0,1,1980,1,-4,-4,4,0,0,4,0,4,1,2,1,-4,0
4895,1,2,1982,1,-4,-4,4,0,0,5,0,5,0,1,1,-4,1
4896,0,1,1982,1,-4,-4,4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0
4897,1,1,1984,1,-4,0,4,0,0,1,0,6,0,0,0,-4,1
4898,0,2,1982,4,-4,-4,4,-5,-5,7,-5,4,1,3,0,-4,1
4899,1,2,1982,-4,-4,-4,4,0,0,5,0,5,0,1,0,-4,0
4900,1,1,1980,3,-4,0,4,0,0,6,0,8,0,0,0,-4,0
4901,1,2,1980,5,-4,-4,4,0,0,1,0,3,0,0,0,1,3
4902,1,1,1983,5,-4,0,4,0,0,5,0,3,3,2,2,-4,0
4903,0,2,1983,1,0,-4,1,0,0,6,0,4,1,0,0,-4,0
4904,1,2,1981,1,-4,-4,4,0,0,5,0,4,0,0,0,-4,1
4905,1,2,1983,1,0,-4,4,0,0,5,0,-5,-5,-5,-5,-4,0
4906,0,1,1983,1,-4,0,4,0,0,2,0,3,0,0,0,-4,1
4907,0,1,1984,1,-4,0,4,0,0,5,0,4,1,3,1,-4,0
4908,0,1,1980,-4,-4,-4,4,-5,0,4,0,3,0,0,0,-4,1
4909,0,1,1982,1,-4,-4,4,0,0,1,0,3,0,1,0,-4,1
4910,0,1,1984,-4,-4,-4,4,0,0,1,0,2,0,0,0,-4,0
4911,1,1,1982,3,-4,-4,4,0,0,3,0,6,0,0,0,-4,1
4912,1,1,1984,3,-4,0,4,0,0,3,0,4,0,1,0,1,3
4913,1,1,1984,1,-4,1,4,0,0,2,0,5,0,2,2,-4,0
4914,1,1,1983,1,-4,0,4,1,1,5,0,2,0,3,0,-4,0
4915,1,2,1980,3,0,-4,4,0,0,1,0,4,0,0,0,-4,1
4916,1,1,1983,3,-4,0,4,0,0,2,0,5,0,0,0,-4,1
4917,0,2,1981,1,-4,-4,4,0,0,4,0,4,0,3,0,1,3
4918,1,1,1981,13,-4,-4,4,0,0,2,0,4,0,0,0,-4,1
4919,1,1,1984,13,-4,0,4,0,0,4,0,3,0,0,0,-4,1
